country,year,rp,impact
USA,2019,10.666666666666666,11447148.0
USA,2011,8.0,8586863.0
USA,1995,6.4,5992015.0
USA,1996,5.333333333333333,5075047.0
USA,1997,4.571428571428571,4275417.0
USA,2013,4.0,2860507.0
USA,2006,3.5555555555555554,2146370.0
USA,2014,3.2,1977931.0
USA,2002,2.909090909090909,1648141.0
USA,1994,2.6666666666666665,1382077.0
USA,2005,2.4615384615384617,1086451.0
USA,2007,2.2857142857142856,1027541.0
USA,1998,2.1333333333333333,952426.0
USA,2009,2.0,908505.0
USA,2004,1.8823529411764706,783218.0
USA,2016,1.7777777777777777,670647.0
USA,2018,1.6842105263157894,466184.0
USA,2000,1.6,316108.0
USA,2012,1.5238095238095237,221791.0
USA,2020,1.4545454545454546,197884.0
USA,2003,1.391304347826087,195678.0
USA,2021,1.3333333333333333,162004.0
USA,1990,1.28,100793.0
USA,2001,1.2307692307692308,54542.0
VCT,2013,32.0,135676.0
VEN,2010,32.0,228159.0
VEN,2012,16.0,118544.0
VEN,2005,10.666666666666666,76427.0
VEN,2011,8.0,20817.0
VEN,2002,6.4,4881.0
VNM,2010,32.0,694811.0
VNM,2008,16.0,651092.0
VNM,2000,10.666666666666666,450369.0
VNM,2007,8.0,437552.0
VNM,1994,6.4,406726.0
VNM,2011,5.333333333333333,284931.0
VNM,1996,4.571428571428571,257484.0
VNM,1995,4.0,165165.0
VNM,2001,3.5555555555555554,138835.0
VNM,2002,3.2,136829.0
VNM,2016,2.909090909090909,127155.0
VNM,2003,2.6666666666666665,116134.0
VNM,1991,2.4615384615384617,100351.0
VNM,1992,2.2857142857142856,99487.0
VNM,2013,2.1333333333333333,98617.0
VNM,1999,2.0,93115.0
VNM,2005,1.8823529411764706,62939.0
VNM,2012,1.7777777777777777,38240.0
VNM,1998,1.6842105263157894,24596.0
VNM,2006,1.6,11614.0
VNM,1990,1.5238095238095237,1624.0
YEM,1996,32.0,2257649.0
YEM,1993,16.0,3039.0
YUG,1990,32.0,1715948.0
ZAF,2006,32.0,313572.0
ZAF,2011,16.0,274519.0
ZAF,2000,10.666666666666666,271921.0
ZAF,2012,8.0,254933.0
ZAF,2014,6.4,105078.0
ZAF,1996,5.333333333333333,12800.0
ZAF,1999,4.571428571428571,11068.0
ZAF,2008,4.0,1718.0
ZWE,2003,32.0,318175.0
ZWE,2000,16.0,123894.0
